  id  |            name             |          created_at           |          updated_at           
  27 |       527 |           1066 | 2019-08-15 12:29:33.334107-06 | 2019-08-15 12:29:33.334107-06
  28 |       527 |           1067 | 2019-08-15 12:29:33.334302-06 | 2019-08-15 12:29:33.334302-06
  29 |       528 |           1068 | 2019-08-15 12:29:33.334501-06 | 2019-08-15 12:29:33.334501-06
  30 |       528 |           1069 | 2019-08-15 12:29:33.335049-06 | 2019-08-15 12:29:33.335049-06
  31 |       528 |           1070 | 2019-08-15 12:29:33.335174-06 | 2019-08-15 12:29:33.335174-06
  32 |       528 |           1071 | 2019-08-15 12:29:33.335951-06 | 2019-08-15 12:29:33.335951-06
  33 |       528 |           1072 | 2019-08-15 12:29:33.336425-06 | 2019-08-15 12:29:33.336425-06
  34 |       528 |           1073 | 2019-08-15 12:29:33.336717-06 | 2019-08-15 12:29:33.336717-06
  35 |       528 |           1074 | 2019-08-15 12:29:33.337113-06 | 2019-08-15 12:29:33.337113-06
  36 |       529 |           1075 | 2019-08-15 12:29:33.337314-06 | 2019-08-15 12:29:33.337314-06
  37 |       529 |           1076 | 2019-08-15 12:29:33.337966-06 | 2019-08-15 12:29:33.337966-06
  38 |       529 |           1077 | 2019-08-15 12:29:33.338586-06 | 2019-08-15 12:29:33.338586-06
  39 |       529 |           1078 | 2019-08-15 12:29:33.338736-06 | 2019-08-15 12:29:33.338736-06
  40 |       529 |           1079 | 2019-08-15 12:29:33.339234-06 | 2019-08-15 12:29:33.339234-06
  41 |       529 |           1080 | 2019-08-15 12:29:33.339431-06 | 2019-08-15 12:29:33.339431-06
  42 |       529 |           1081 | 2019-08-15 12:29:33.339657-06 | 2019-08-15 12:29:33.339657-06
  43 |       530 |           1082 | 2019-08-15 12:29:33.340073-06 | 2019-08-15 12:29:33.340073-06
  44 |       530 |           1083 | 2019-08-15 12:29:33.340734-06 | 2019-08-15 12:29:33.340734-06
  45 |       530 |           1084 | 2019-08-15 12:29:33.340878-06 | 2019-08-15 12:29:33.340878-06
  46 |       530 |           1085 | 2019-08-15 12:29:33.341148-06 | 2019-08-15 12:29:33.341148-06
  47 |       530 |           1086 | 2019-08-15 12:29:33.341563-06 | 2019-08-15 12:29:33.341563-06
  48 |       530 |           1087 | 2019-08-15 12:29:33.342264-06 | 2019-08-15 12:29:33.342264-06
  49 |       530 |           1088 | 2019-08-15 12:29:33.342684-06 | 2019-08-15 12:29:33.342684-06
  50 |       531 |           1089 | 2019-08-15 12:29:33.342832-06 | 2019-08-15 12:29:33.342832-06
  51 |       531 |           1090 | 2019-08-15 12:29:33.343053-06 | 2019-08-15 12:29:33.343053-06
  52 |       531 |           1091 | 2019-08-15 12:29:33.343174-06 | 2019-08-15 12:29:33.343174-06
  53 |       531 |           1092 | 2019-08-15 12:29:33.345019-06 | 2019-08-15 12:29:33.345019-06
  54 |       531 |           1093 | 2019-08-15 12:29:33.345917-06 | 2019-08-15 12:29:33.345917-06
  55 |       531 |           1094 | 2019-08-15 12:29:33.346461-06 | 2019-08-15 12:29:33.346461-06
  56 |       531 |           1095 | 2019-08-15 12:29:33.346991-06 | 2019-08-15 12:29:33.346991-06
  57 |       531 |           1096 | 2019-08-15 12:29:33.347596-06 | 2019-08-15 12:29:33.347596-06
  58 |       533 |           1098 | 2019-08-15 12:29:33.348271-06 | 2019-08-15 12:29:33.348271-06
  59 |       533 |           1099 | 2019-08-15 12:29:33.348385-06 | 2019-08-15 12:29:33.348385-06
  60 |       533 |           1100 | 2019-08-15 12:29:33.348452-06 | 2019-08-15 12:29:33.348452-06
  61 |       533 |           1097 | 2019-08-15 12:29:33.348237-06 | 2019-08-15 12:29:33.348237-06
  62 |       533 |           1101 | 2019-08-15 12:29:33.348724-06 | 2019-08-15 12:29:33.348724-06
  63 |       533 |           1102 | 2019-08-15 12:29:33.350452-06 | 2019-08-15 12:29:33.350452-06
  64 |       533 |           1103 | 2019-08-15 12:29:33.350578-06 | 2019-08-15 12:29:33.350578-06
  65 |       533 |           1104 | 2019-08-15 12:29:33.351148-06 | 2019-08-15 12:29:33.351148-06
  66 |       533 |           1105 | 2019-08-15 12:29:33.351448-06 | 2019-08-15 12:29:33.351448-06
  67 |       535 |           1106 | 2019-08-15 12:29:33.351886-06 | 2019-08-15 12:29:33.351886-06
  68 |       535 |           1107 | 2019-08-15 12:29:33.352097-06 | 2019-08-15 12:29:33.352097-06
  69 |       535 |           1108 | 2019-08-15 12:29:33.35238-06  | 2019-08-15 12:29:33.35238-06
  70 |       535 |           1109 | 2019-08-15 12:29:33.352496-06 | 2019-08-15 12:29:33.352496-06
  71 |       535 |           1110 | 2019-08-15 12:29:33.3527-06   | 2019-08-15 12:29:33.3527-06
  72 |       535 |           1111 | 2019-08-15 12:29:33.353534-06 | 2019-08-15 12:29:33.353534-06
  73 |       535 |           1112 | 2019-08-15 12:29:33.353928-06 | 2019-08-15 12:29:33.353928-06
  74 |       535 |           1113 | 2019-08-15 12:29:33.355318-06 | 2019-08-15 12:29:33.355318-06
  75 |       535 |           1114 | 2019-08-15 12:29:33.355637-06 | 2019-08-15 12:29:33.355637-06
  76 |       534 |           1115 | 2019-08-15 12:29:33.355921-06 | 2019-08-15 12:29:33.355921-06
  77 |       534 |           1116 | 2019-08-15 12:29:33.356326-06 | 2019-08-15 12:29:33.356326-06
  78 |       534 |           1117 | 2019-08-15 12:29:33.356631-06 | 2019-08-15 12:29:33.356631-06
  79 |       534 |           1119 | 2019-08-15 12:29:33.35691-06  | 2019-08-15 12:29:33.35691-06
  80 |       534 |           1118 | 2019-08-15 12:29:33.356975-06 | 2019-08-15 12:29:33.356975-06
  81 |       534 |           1120 | 2019-08-15 12:29:33.357049-06 | 2019-08-15 12:29:33.357049-06
  82 |       534 |           1121 | 2019-08-15 12:29:33.358146-06 | 2019-08-15 12:29:33.358146-06
  83 |       534 |           1122 | 2019-08-15 12:29:33.358737-06 | 2019-08-15 12:29:33.358737-06
  84 |       532 |           1123 | 2019-08-15 12:29:33.35914-06  | 2019-08-15 12:29:33.35914-06
  85 |       532 |           1124 | 2019-08-15 12:29:33.359571-06 | 2019-08-15 12:29:33.359571-06
  86 |       532 |           1125 | 2019-08-15 12:29:33.359758-06 | 2019-08-15 12:29:33.359758-06
  87 |       532 |           1126 | 2019-08-15 12:29:33.359931-06 | 2019-08-15 12:29:33.359931-06
  88 |       532 |           1127 | 2019-08-15 12:29:33.36009-06  | 2019-08-15 12:29:33.36009-06
  89 |       532 |           1128 | 2019-08-15 12:29:33.360256-06 | 2019-08-15 12:29:33.360256-06
  90 |       532 |           1130 | 2019-08-15 12:29:33.360418-06 | 2019-08-15 12:29:33.360418-06
  91 |       536 |           1131 | 2019-08-15 12:29:33.360581-06 | 2019-08-15 12:29:33.360581-06
  92 |       532 |           1129 | 2019-08-15 12:29:33.361818-06 | 2019-08-15 12:29:33.361818-06
  93 |       536 |           1136 | 2019-08-15 12:29:33.361919-06 | 2019-08-15 12:29:33.361919-06
  94 |       536 |           1134 | 2019-08-15 12:29:33.363373-06 | 2019-08-15 12:29:33.363373-06
  95 |       536 |           1133 | 2019-08-15 12:29:33.36371-06  | 2019-08-15 12:29:33.36371-06
  96 |       536 |           1132 | 2019-08-15 12:29:33.363964-06 | 2019-08-15 12:29:33.363964-06
  97 |       536 |           1135 | 2019-08-15 12:29:33.364265-06 | 2019-08-15 12:29:33.364265-06
  98 |       536 |           1137 | 2019-08-15 12:29:33.364529-06 | 2019-08-15 12:29:33.364529-06
  99 |       536 |           1138 | 2019-08-15 12:29:33.364845-06 | 2019-08-15 12:29:33.364845-06
 100 |       536 |           1139 | 2019-08-15 12:29:33.365064-06 | 2019-08-15 12:29:33.365064-06
 101 |       541 |           1140 | 2019-08-15 12:29:33.36528-06  | 2019-08-15 12:29:33.36528-06
 102 |       541 |           1141 | 2019-08-15 12:29:33.365599-06 | 2019-08-15 12:29:33.365599-06
 103 |       541 |           1142 | 2019-08-15 12:29:33.36595-06  | 2019-08-15 12:29:33.36595-06
 104 |       541 |           1144 | 2019-08-15 12:29:33.368767-06 | 2019-08-15 12:29:33.368767-06
 105 |       541 |           1143 | 2019-08-15 12:29:33.3691-06   | 2019-08-15 12:29:33.3691-06
 106 |       541 |           1145 | 2019-08-15 12:29:33.370455-06 | 2019-08-15 12:29:33.370455-06
 108 |       541 |           1146 | 2019-08-15 12:29:33.370696-06 | 2019-08-15 12:29:33.370696-06
 109 |       541 |           1148 | 2019-08-15 12:29:33.37084-06  | 2019-08-15 12:29:33.37084-06
 110 |       538 |           1149 | 2019-08-15 12:29:33.371007-06 | 2019-08-15 12:29:33.371007-06
 111 |       538 |           1150 | 2019-08-15 12:29:33.371095-06 | 2019-08-15 12:29:33.371095-06
 112 |       538 |           1151 | 2019-08-15 12:29:33.371228-06 | 2019-08-15 12:29:33.371228-06
 113 |       538 |           1154 | 2019-08-15 12:29:33.37133-06  | 2019-08-15 12:29:33.37133-06
 107 |       541 |           1147 | 2019-08-15 12:29:33.370699-06 | 2019-08-15 12:29:33.370699-06
 114 |       538 |           1155 | 2019-08-15 12:29:33.37233-06  | 2019-08-15 12:29:33.37233-06
 115 |       538 |           1152 | 2019-08-15 12:29:33.373526-06 | 2019-08-15 12:29:33.373526-06
 116 |       538 |           1153 | 2019-08-15 12:29:33.373702-06 | 2019-08-15 12:29:33.373702-06
 117 |       537 |           1156 | 2019-08-15 12:29:33.375565-06 | 2019-08-15 12:29:33.375565-06
 118 |       537 |           1157 | 2019-08-15 12:29:33.375769-06 | 2019-08-15 12:29:33.375769-06
 119 |       537 |           1158 | 2019-08-15 12:29:33.375963-06 | 2019-08-15 12:29:33.375963-06
 120 |       537 |           1159 | 2019-08-15 12:29:33.376138-06 | 2019-08-15 12:29:33.376138-06
 121 |       537 |           1160 | 2019-08-15 12:29:33.376586-06 | 2019-08-15 12:29:33.376586-06
 122 |       537 |           1161 | 2019-08-15 12:29:33.376781-06 | 2019-08-15 12:29:33.376781-06
 123 |       540 |           1162 | 2019-08-15 12:29:33.376984-06 | 2019-08-15 12:29:33.376984-06
 124 |       540 |           1163 | 2019-08-15 12:29:33.377058-06 | 2019-08-15 12:29:33.377058-06
 125 |       540 |           1164 | 2019-08-15 12:29:33.37768-06  | 2019-08-15 12:29:33.37768-06
 126 |       540 |           1165 | 2019-08-15 12:29:33.37796-06  | 2019-08-15 12:29:33.37796-06
 127 |       540 |           1166 | 2019-08-15 12:29:33.379058-06 | 2019-08-15 12:29:33.379058-06
 128 |       540 |           1167 | 2019-08-15 12:29:33.3792-06   | 2019-08-15 12:29:33.3792-06
 129 |       540 |           1168 | 2019-08-15 12:29:33.37969-06  | 2019-08-15 12:29:33.37969-06
 130 |       539 |           1169 | 2019-08-15 12:29:33.38002-06  | 2019-08-15 12:29:33.38002-06
 131 |       539 |           1170 | 2019-08-15 12:29:33.380285-06 | 2019-08-15 12:29:33.380285-06
 132 |       539 |           1171 | 2019-08-15 12:29:33.380564-06 | 2019-08-15 12:29:33.380564-06
 133 |       539 |           1172 | 2019-08-15 12:29:33.381167-06 | 2019-08-15 12:29:33.381167-06
 134 |       539 |           1173 | 2019-08-15 12:29:33.381233-06 | 2019-08-15 12:29:33.381233-06
 135 |       539 |           1174 | 2019-08-15 12:29:33.381394-06 | 2019-08-15 12:29:33.381394-06
 136 |       539 |           1175 | 2019-08-15 12:29:33.381627-06 | 2019-08-15 12:29:33.381627-06
 141 |       542 |           1180 | 2019-08-15 12:29:33.383306-06 | 2019-08-15 12:29:33.383306-06
 146 |       543 |           1185 | 2019-08-15 12:29:33.384743-06 | 2019-08-15 12:29:33.384743-06
 147 |       543 |           1186 | 2019-08-15 12:29:33.385563-06 | 2019-08-15 12:29:33.385563-06
 152 |       543 |           1191 | 2019-08-15 12:29:33.387227-06 | 2019-08-15 12:29:33.387227-06
 154 |       543 |           1193 | 2019-08-15 12:29:33.388268-06 | 2019-08-15 12:29:33.388268-06
 161 |       544 |           1200 | 2019-08-15 12:29:33.390259-06 | 2019-08-15 12:29:33.390259-06
 166 |       545 |           1205 | 2019-08-15 12:29:33.391562-06 | 2019-08-15 12:29:33.391562-06
 168 |       545 |           1207 | 2019-08-15 12:29:33.393667-06 | 2019-08-15 12:29:33.393667-06
 173 |       546 |           1212 | 2019-08-15 12:29:33.395109-06 | 2019-08-15 12:29:33.395109-06
 178 |       546 |           1217 | 2019-08-15 12:29:33.396436-06 | 2019-08-15 12:29:33.396436-06
 183 |       549 |           1222 | 2019-08-15 12:29:33.397883-06 | 2019-08-15 12:29:33.397883-06
 189 |       551 |           1228 | 2019-08-15 12:29:33.399382-06 | 2019-08-15 12:29:33.399382-06
 195 |       547 |           1234 | 2019-08-15 12:29:33.401111-06 | 2019-08-15 12:29:33.401111-06
 199 |       548 |           1240 | 2019-08-15 12:29:33.402266-06 | 2019-08-15 12:29:33.402266-06
 206 |       550 |           1245 | 2019-08-15 12:29:33.403997-06 | 2019-08-15 12:29:33.403997-06
 211 |       550 |           1250 | 2019-08-15 12:29:33.405418-06 | 2019-08-15 12:29:33.405418-06
 212 |       550 |           1251 | 2019-08-15 12:29:33.406062-06 | 2019-08-15 12:29:33.406062-06
 219 |       552 |           1258 | 2019-08-15 12:29:33.407872-06 | 2019-08-15 12:29:33.407872-06
 222 |       553 |           1261 | 2019-08-15 12:29:33.408908-06 | 2019-08-15 12:29:33.408908-06
 142 |       542 |           1181 | 2019-08-15 12:29:33.383671-06 | 2019-08-15 12:29:33.383671-06
 137 |       539 |           1176 | 2019-08-15 12:29:33.382617-06 | 2019-08-15 12:29:33.382617-06
 148 |       543 |           1187 | 2019-08-15 12:29:33.386392-06 | 2019-08-15 12:29:33.386392-06
 155 |       544 |           1194 | 2019-08-15 12:29:33.388443-06 | 2019-08-15 12:29:33.388443-06
 158 |       544 |           1197 | 2019-08-15 12:29:33.389586-06 | 2019-08-15 12:29:33.389586-06
 167 |       545 |           1206 | 2019-08-15 12:29:33.391676-06 | 2019-08-15 12:29:33.391676-06
 170 |       546 |           1209 | 2019-08-15 12:29:33.393975-06 | 2019-08-15 12:29:33.393975-06
 174 |       546 |           1213 | 2019-08-15 12:29:33.395249-06 | 2019-08-15 12:29:33.395249-06
 180 |       549 |           1219 | 2019-08-15 12:29:33.39674-06  | 2019-08-15 12:29:33.39674-06
 185 |       549 |           1224 | 2019-08-15 12:29:33.398303-06 | 2019-08-15 12:29:33.398303-06
 190 |       551 |           1229 | 2019-08-15 12:29:33.399565-06 | 2019-08-15 12:29:33.399565-06
 197 |       547 |           1236 | 2019-08-15 12:29:33.401346-06 | 2019-08-15 12:29:33.401346-06
 201 |       548 |           1238 | 2019-08-15 12:29:33.402749-06 | 2019-08-15 12:29:33.402749-06
 204 |       548 |           1243 | 2019-08-15 12:29:33.403753-06 | 2019-08-15 12:29:33.403753-06
 209 |       550 |           1248 | 2019-08-15 12:29:33.405156-06 | 2019-08-15 12:29:33.405156-06
 217 |       552 |           1256 | 2019-08-15 12:29:33.406855-06 | 2019-08-15 12:29:33.406855-06
 221 |       553 |           1260 | 2019-08-15 12:29:33.408123-06 | 2019-08-15 12:29:33.408123-06
 227 |       553 |           1266 | 2019-08-15 12:29:33.409716-06 | 2019-08-15 12:29:33.409716-06
 228 |       553 |           1267 | 2019-08-15 12:29:33.411119-06 | 2019-08-15 12:29:33.411119-06
 143 |       542 |           1182 | 2019-08-15 12:29:33.383854-06 | 2019-08-15 12:29:33.383854-06
 140 |       542 |           1179 | 2019-08-15 12:29:33.383083-06 | 2019-08-15 12:29:33.383083-06
 150 |       543 |           1189 | 2019-08-15 12:29:33.386922-06 | 2019-08-15 12:29:33.386922-06
 156 |       544 |           1195 | 2019-08-15 12:29:33.388611-06 | 2019-08-15 12:29:33.388611-06
 162 |       545 |           1201 | 2019-08-15 12:29:33.390428-06 | 2019-08-15 12:29:33.390428-06
 163 |       545 |           1202 | 2019-08-15 12:29:33.391092-06 | 2019-08-15 12:29:33.391092-06
 169 |       545 |           1208 | 2019-08-15 12:29:33.393757-06 | 2019-08-15 12:29:33.393757-06
 175 |       546 |           1214 | 2019-08-15 12:29:33.395373-06 | 2019-08-15 12:29:33.395373-06
 181 |       549 |           1221 | 2019-08-15 12:29:33.396923-06 | 2019-08-15 12:29:33.396923-06
 184 |       549 |           1223 | 2019-08-15 12:29:33.39821-06  | 2019-08-15 12:29:33.39821-06
 188 |       551 |           1227 | 2019-08-15 12:29:33.399283-06 | 2019-08-15 12:29:33.399283-06
 196 |       547 |           1235 | 2019-08-15 12:29:33.401193-06 | 2019-08-15 12:29:33.401193-06
 198 |       547 |           1237 | 2019-08-15 12:29:33.402094-06 | 2019-08-15 12:29:33.402094-06
 203 |       548 |           1242 | 2019-08-15 12:29:33.403489-06 | 2019-08-15 12:29:33.403489-06
 210 |       550 |           1249 | 2019-08-15 12:29:33.405347-06 | 2019-08-15 12:29:33.405347-06
 215 |       552 |           1253 | 2019-08-15 12:29:33.406559-06 | 2019-08-15 12:29:33.406559-06
 218 |       552 |           1257 | 2019-08-15 12:29:33.407734-06 | 2019-08-15 12:29:33.407734-06
 226 |       553 |           1265 | 2019-08-15 12:29:33.409558-06 | 2019-08-15 12:29:33.409558-06
 229 |       553 |           1268 | 2019-08-15 12:29:33.411219-06 | 2019-08-15 12:29:33.411219-06
 144 |       542 |           1183 | 2019-08-15 12:29:33.384189-06 | 2019-08-15 12:29:33.384189-06
 139 |       542 |           1178 | 2019-08-15 12:29:33.382911-06 | 2019-08-15 12:29:33.382911-06
 149 |       543 |           1188 | 2019-08-15 12:29:33.386503-06 | 2019-08-15 12:29:33.386503-06
 157 |       544 |           1196 | 2019-08-15 12:29:33.388765-06 | 2019-08-15 12:29:33.388765-06
 159 |       544 |           1198 | 2019-08-15 12:29:33.389745-06 | 2019-08-15 12:29:33.389745-06
 164 |       545 |           1203 | 2019-08-15 12:29:33.391304-06 | 2019-08-15 12:29:33.391304-06
 171 |       546 |           1210 | 2019-08-15 12:29:33.39403-06  | 2019-08-15 12:29:33.39403-06
 176 |       546 |           1215 | 2019-08-15 12:29:33.395496-06 | 2019-08-15 12:29:33.395496-06
 182 |       549 |           1220 | 2019-08-15 12:29:33.397071-06 | 2019-08-15 12:29:33.397071-06
 186 |       551 |           1225 | 2019-08-15 12:29:33.398499-06 | 2019-08-15 12:29:33.398499-06
 192 |       551 |           1231 | 2019-08-15 12:29:33.400171-06 | 2019-08-15 12:29:33.400171-06
 193 |       547 |           1232 | 2019-08-15 12:29:33.40083-06  | 2019-08-15 12:29:33.40083-06
 200 |       548 |           1241 | 2019-08-15 12:29:33.402661-06 | 2019-08-15 12:29:33.402661-06
 205 |       548 |           1244 | 2019-08-15 12:29:33.403782-06 | 2019-08-15 12:29:33.403782-06
 208 |       550 |           1246 | 2019-08-15 12:29:33.405063-06 | 2019-08-15 12:29:33.405063-06
 216 |       552 |           1255 | 2019-08-15 12:29:33.406704-06 | 2019-08-15 12:29:33.406704-06
 220 |       552 |           1259 | 2019-08-15 12:29:33.408-06    | 2019-08-15 12:29:33.408-06
 223 |       553 |           1262 | 2019-08-15 12:29:33.409151-06 | 2019-08-15 12:29:33.409151-06
 145 |       542 |           1184 | 2019-08-15 12:29:33.384364-06 | 2019-08-15 12:29:33.384364-06
 151 |       543 |           1190 | 2019-08-15 12:29:33.387025-06 | 2019-08-15 12:29:33.387025-06
 160 |       544 |           1199 | 2019-08-15 12:29:33.390165-06 | 2019-08-15 12:29:33.390165-06
 172 |       546 |           1211 | 2019-08-15 12:29:33.394252-06 | 2019-08-15 12:29:33.394252-06
 179 |       549 |           1218 | 2019-08-15 12:29:33.396611-06 | 2019-08-15 12:29:33.396611-06
 191 |       551 |           1230 | 2019-08-15 12:29:33.399643-06 | 2019-08-15 12:29:33.399643-06
 202 |       548 |           1239 | 2019-08-15 12:29:33.402936-06 | 2019-08-15 12:29:33.402936-06
 214 |       552 |           1254 | 2019-08-15 12:29:33.406394-06 | 2019-08-15 12:29:33.406394-06
 224 |       553 |           1263 | 2019-08-15 12:29:33.409275-06 | 2019-08-15 12:29:33.409275-06
 138 |       542 |           1177 | 2019-08-15 12:29:33.38277-06  | 2019-08-15 12:29:33.38277-06
 153 |       543 |           1192 | 2019-08-15 12:29:33.38781-06  | 2019-08-15 12:29:33.38781-06
 165 |       545 |           1204 | 2019-08-15 12:29:33.391409-06 | 2019-08-15 12:29:33.391409-06
 177 |       546 |           1216 | 2019-08-15 12:29:33.395631-06 | 2019-08-15 12:29:33.395631-06
 187 |       551 |           1226 | 2019-08-15 12:29:33.398559-06 | 2019-08-15 12:29:33.398559-06
 194 |       547 |           1233 | 2019-08-15 12:29:33.400933-06 | 2019-08-15 12:29:33.400933-06
 207 |       550 |           1247 | 2019-08-15 12:29:33.404045-06 | 2019-08-15 12:29:33.404045-06
 213 |       550 |           1252 | 2019-08-15 12:29:33.406205-06 | 2019-08-15 12:29:33.406205-06
 225 |       553 |           1264 | 2019-08-15 12:29:33.409399-06 | 2019-08-15 12:29:33.409399-06

  id  |         name         |                                     image                                     | tastiness_level |          created_at           |          updated_at           |                                                                                                                                                                         description                                                                                                                                                                         
-----+----------------------+-------------------------------------------------------------------------------+-----------------+-------------------------------+-------------------------------+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 552 | The Havana           | https://www.cheeseandburger.com/images/html5/burger_small/havana.png          |               5 | 2019-08-15 12:29:33.204364-06 | 2019-08-15 12:29:33.204364-06 | The Havana is the first cousin to the well-known Cubano sandwich. Inseparable from childhood to adulthood, the two drifted apart when The Havana gained international notoriety as one of the Cheese & Burger Society’s top thirty cheeseburgers. To this very day, the two remain estranged.
 524 | The Casanova         | https://www.cheeseandburger.com/images/html5/burger_small/casanova.png        |               7 | 2019-08-15 12:29:33.174952-06 | 2019-08-15 12:29:33.174952-06 | The Casanova will have your taste buds at 'Hello'. Fully stuffed with more flavor that it know what to do with, this robust cheeseburger can satisfy the hungriest of bellies and the most discerning of palates. If you're craving a little burger and cheese romance, it's time you spent some quality time with The Casanova.
 525 | The Rhinelander      | https://www.cheeseandburger.com/images/html5/burger_small/rhinelander.png     |               8 | 2019-08-15 12:29:33.17946-06  | 2019-08-15 12:29:33.17946-06  | Despite obvious culinary connections to Germany, The Rhinelander has nothing to do with lederhosen, the Schuhplattler dance, or Jean-Claude Van Damme (who might actually be from bordering Belgium). Bold, tasty, and a mouthful to remember, The Rhinelander gives new meaning to German engineering.
 526 | The Miss Daisy       | https://www.cheeseandburger.com/images/html5/burger_small/missdaisy.png       |               5 | 2019-08-15 12:29:33.182301-06 | 2019-08-15 12:29:33.182301-06 | Wholesome and well-mannered, The Miss Daisy is a country girl at heart. She was born and bred where the air is fresh and the soil is fertile. Where a birch tree carries on a conversation with a babbling brook. Despite The Miss Daisy’s delicate ways, she’s a cheeseburger that can satisfy the strongest of appetites.
 531 | The Aunt Millie      | https://www.cheeseandburger.com/images/html5/burger_small/auntmillie.png      |               9 | 2019-08-15 12:29:33.188957-06 | 2019-08-15 12:29:33.188957-06 | Every so often a cheeseburger comes around that tests the resolve of the most zealous vegans and vegetarians. The Aunt Millie is one such cheeseburger. At first glance, it could easily be mistaken for a Greek salad. But a closer look reveals a juicy beef Patty patty playing nice with all the garden-fresh veggies.
 536 | The Boss             | https://www.cheeseandburger.com/images/html5/burger_small/boss.png            |               4 | 2019-08-15 12:29:33.194522-06 | 2019-08-15 12:29:33.194522-06 | Your mouth won’t mind working overtime for The Boss. In fact, don’t be surprised if it asks to work the weekends as well. That’s because The Boss knows how to keep your mouth happy and feeling like it has a voice at the table. When it comes to cheeseburgers, The Boss is the CEO of mouthwatering goodness.
 545 | The Handyman         | https://www.cheeseandburger.com/images/html5/burger_small/handyman.png        |               5 | 2019-08-15 12:29:33.201099-06 | 2019-08-15 12:29:33.201099-06 | There’s not a job that The Handyman can’t handle. This mouthwatering mound of meat and cheese has the skills to satisfy whatever needs satisfying. Empty stomach? The Handyman can fill’er up and then some. Taste buds need a little attention? The Handyman has the tools to tackle the task.
 527 | The Uncle Sam        | https://www.cheeseandburger.com/images/html5/burger_small/unclesam.png        |               4 | 2019-08-15 12:29:33.181933-06 | 2019-08-15 12:29:33.181933-06 | The Uncle Sam is looking to recruit a few good eaters. This All-American cheeseburger will have your taste buds singing 'The Star-Spangled Banner' after just one bite. Yes, it’s finally time for hot dogs and apple pie to quietly step aside as America’s signature foods. Because The Uncle Sam is ready to serve this country from sea to shining sea.
 533 | The Gypsy            | https://www.cheeseandburger.com/images/html5/burger_small/gypsy.png           |               4 | 2019-08-15 12:29:33.188936-06 | 2019-08-15 12:29:33.188936-06 | Every day, The Gypsy roams the countryside in search of starving tummies and taste buds left awry. Her mission will not cease until the echo of growling stomachs is forever silenced. No one knows whence The Gypsy comes, but they always welcome her with open arms, not to mention open mouths.
 541 | The Pioneer          | https://www.cheeseandburger.com/images/html5/burger_small/pioneer.png         |               7 | 2019-08-15 12:29:33.197552-06 | 2019-08-15 12:29:33.197552-06 | In a world of artificial flavoring, preservatives, and pre-packed meals nuked on high for three minutes, it’s reassuring to know that a cheeseburger like The Pioneer exists. A throwback to a time when families grew their own vegetables and hunted their own meat, The Pioneer is fresh, wild, and as natural as the untamed Earth.
 546 | The Isabella         | https://www.cheeseandburger.com/images/html5/burger_small/isabella.png        |               6 | 2019-08-15 12:29:33.203191-06 | 2019-08-15 12:29:33.203191-06 | There once lived a man who fell so madly in love with The Isabella that he vowed never to eat another cheeseburger. All his friends and family thought nothing about it, until his untimely passing revealed that the gentleman’s Last Will and Testament left everything to his beloved cheeseburger señorita.
 528 | The Big Ben          | https://www.cheeseandburger.com/images/html5/burger_small/bigben.png          |               6 | 2019-08-15 12:29:33.182333-06 | 2019-08-15 12:29:33.182333-06 | The Big Ben hails from a long line of cheeseburger aristocrats. His father, The Bigger Ben, once staved off the hunger pangs of the Queen of England while his mother, The Duchess of Beef Patty, satisfied the burger cravings of some guy who liked to be called Sir. Although a true blue blood, he’ll never mingle with tea and crumpets.
 534 | The Firehouse        | https://www.cheeseandburger.com/images/html5/burger_small/firehouse.png       |               6 | 2019-08-15 12:29:33.19091-06  | 2019-08-15 12:29:33.19091-06  | If you smell smoke when taking a bite of The Firehouse, don’t be alarmed. It’s just your taste buds going up in flames. This hot and spicy cheeseburger should only be eaten under the immediate supervision of firefighters wearing flame-retardant clothing. The Firehouse is not recommended for anyone using a pacemaker.
 543 | The Mona Lisa        | https://www.cheeseandburger.com/images/html5/burger_small/monalisa.png        |               9 | 2019-08-15 12:29:33.200505-06 | 2019-08-15 12:29:33.200505-06 | Created by a culinary artist who works with a flame and a spatula, The Mona Lisa is a cheeseburger masterpiece that’s bound to put a smile on anyone’s face. If Leonardo da Vinci were still wielding his paintbrush today, it’s very likely he’d be a card-carrying member of the Cheese & Burger Society.
 553 | The Macho Nacho      | https://www.cheeseandburger.com/images/html5/burger_small/machonacho.png      |               7 | 2019-08-15 12:29:33.20635-06  | 2019-08-15 12:29:33.20635-06  | One stomach alone does not stand a chance against The Macho Nacho. A two-stomach tag team might fare a little better but would still be considered a decisive underdog by most bookies. Three stomachs versus The Macho Nacho could finally result in an evenly matched fight. Is your stomach ready to rumble?
 529 | The Honky Tonk       | https://www.cheeseandburger.com/images/html5/burger_small/honkytonk.png       |               7 | 2019-08-15 12:29:33.182361-06 | 2019-08-15 12:29:33.182361-06 | A smoky bar and an ice cold beer. Some live music and a mechanical bull to boot. If this is your idea of a night on the town, then The Honky Tonk is the cheeseburger for you. This good old boy is loaded with the stuff that can turn a boy into a man and a man into a living legend that songs are written about.
